"","parent_location","country","sex","cause","cause_indicator","pollution_type","value","low_value","high_value"
"9155","Western Pacific","Lao People's Democratic Republic","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",69.79,60.83,77.93
"9156","Western Pacific","Lao People's Democratic Republic","Female","Ischaemic heart disease","ENVCAUSE113","household",42.2,38.44,45.41
"9157","Western Pacific","Lao People's Democratic Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",28.46,23.29,33.29
"9158","Western Pacific","Lao People's Democratic Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",69.94,61.56,77.9
"9159","Western Pacific","Lao People's Democratic Republic","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",41.48,38.27,44.61
"9160","Western Pacific","Lao People's Democratic Republic","Male","Ischaemic heart disease","ENVCAUSE113","ambient",29.45,24.18,34.14
"9161","Western Pacific","Lao People's Democratic Republic","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",69.88,61.09,78.37
"9162","Western Pacific","Lao People's Democratic Republic","Male","Ischaemic heart disease","ENVCAUSE113","household",40.43,36.91,44.23
"9163","Western Pacific","Lao People's Democratic Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",3.04,1.69,4.61
"9164","Western Pacific","Lao People's Democratic Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",12.02,9.05,14.7
"9165","Western Pacific","Lao People's Democratic Republic","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",8.98,7.36,10.09
"9166","Western Pacific","Lao People's Democratic Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",6.86,3.64,10.8
"9167","Western Pacific","Lao People's Democratic Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",21.72,17.3,24.91
"9168","Western Pacific","Lao People's Democratic Republic","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",14.86,13.66,14.11
"9169","Western Pacific","Lao People's Democratic Republic","Female","Total","ENVCAUSE000","ambient",63.84,54.8,74.06
"9170","Western Pacific","Lao People's Democratic Republic","Female","Total","ENVCAUSE000","ambient and household",181.9,166.5,195.9
"9171","Western Pacific","Lao People's Democratic Republic","Female","Total","ENVCAUSE000","household",118.06,111.7,121.84
"9172","Western Pacific","Lao People's Democratic Republic","Both sexes","Total","ENVCAUSE000","ambient",68,58.66,78.38
"9173","Western Pacific","Lao People's Democratic Republic","Both sexes","Total","ENVCAUSE000","ambient and household",188.5,172.8,203
"9174","Western Pacific","Lao People's Democratic Republic","Both sexes","Total","ENVCAUSE000","household",120.5,114.14,124.62
"9175","Western Pacific","Lao People's Democratic Republic","Male","Total","ENVCAUSE000","ambient",73.06,62.85,83.94
"9176","Western Pacific","Lao People's Democratic Republic","Male","Total","ENVCAUSE000","ambient and household",196.2,178,213.5
"9177","Western Pacific","Lao People's Democratic Republic","Male","Total","ENVCAUSE000","household",123.14,115.15,129.56
"9178","Western Pacific","Lao People's Democratic Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",8.17,4.34,12.88
"9179","Western Pacific","Lao People's Democratic Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",24.07,17.49,28.74
"9180","Western Pacific","Lao People's Democratic Republic","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",15.9,13.15,15.86
"9181","Western Pacific","Malaysia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.13,0.58,1.82
"9182","Western Pacific","Malaysia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.63,0.71,3.92
"9183","Western Pacific","Malaysia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.5,0.13,2.1
"9184","Western Pacific","Malaysia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.79,0.92,2.88
"9185","Western Pacific","Malaysia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",2.43,1.08,5.63
"9186","Western Pacific","Malaysia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.64,0.16,2.75
"9187","Western Pacific","Malaysia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",1.92,0.85,3.24
"9188","Western Pacific","Malaysia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",2.37,1.05,4.44
"9189","Western Pacific","Malaysia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.45,0.2,1.2
"9190","Western Pacific","Malaysia","Female","Ischaemic heart disease","ENVCAUSE113","ambient",16.12,12.12,20.27
"9191","Western Pacific","Malaysia","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",17.82,12.77,26.02
"9192","Western Pacific","Malaysia","Female","Ischaemic heart disease","ENVCAUSE113","household",1.7,0.65,5.75
"9193","Western Pacific","Malaysia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",2.49,1.28,4.01
"9194","Western Pacific","Malaysia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",3.28,1.48,7.47
"9195","Western Pacific","Malaysia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.79,0.2,3.46
"9196","Western Pacific","Malaysia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",20.51,15.95,24.79
"9197","Western Pacific","Malaysia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",22.52,16.9,32.09
"9198","Western Pacific","Malaysia","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",2.01,0.949999999999999,7.3
"9199","Western Pacific","Malaysia","Male","Ischaemic heart disease","ENVCAUSE113","ambient",24.82,19.69,29.68
"9200","Western Pacific","Malaysia","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",27.14,20.79,37.97
"9201","Western Pacific","Malaysia","Male","Ischaemic heart disease","ENVCAUSE113","household",2.32,1.1,8.29
"9202","Western Pacific","Malaysia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.48,1.54,5.89
"9203","Western Pacific","Malaysia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",4.15,1.86,7.66
"9204","Western Pacific","Malaysia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.67,0.32,1.77
"9205","Western Pacific","Malaysia","Female","Total","ENVCAUSE000","ambient",33.37,27.3,40.83
"9206","Western Pacific","Malaysia","Female","Total","ENVCAUSE000","ambient and household",39.05,28.74,67.44
"9207","Western Pacific","Malaysia","Female","Total","ENVCAUSE000","household",5.68,1.44,26.61
"9208","Western Pacific","Malaysia","Both sexes","Total","ENVCAUSE000","ambient",41.09,34,49
"9209","Western Pacific","Malaysia","Both sexes","Total","ENVCAUSE000","ambient and household",47.44,36.03,78.07
"9210","Western Pacific","Malaysia","Both sexes","Total","ENVCAUSE000","household",6.34999999999999,2.03,29.07
"9211","Western Pacific","Malaysia","Male","Total","ENVCAUSE000","ambient",48.86,40.74,57.87
"9212","Western Pacific","Malaysia","Male","Total","ENVCAUSE000","ambient and household",55.88,43.02,88.47
"9213","Western Pacific","Malaysia","Male","Total","ENVCAUSE000","household",7.02,2.28,30.6
"9214","Western Pacific","Malaysia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",5.2,2.3,8.8
"9215","Western Pacific","Malaysia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",6.1,2.71,11.23
"9216","Western Pacific","Malaysia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0.899999999999999,0.41,2.43
"9217","Western Pacific","Malaysia","Female","Stroke","ENVCAUSE114","ambient",5.87,4.12,8.94
"9218","Western Pacific","Malaysia","Female","Stroke","ENVCAUSE114","ambient and household",6.66,4.35,11.3
"9219","Western Pacific","Malaysia","Female","Stroke","ENVCAUSE114","household",0.79,0.23,2.36
"9220","Western Pacific","Malaysia","Both sexes","Stroke","ENVCAUSE114","ambient",6.26,4.56,8.99
"9221","Western Pacific","Malaysia","Both sexes","Stroke","ENVCAUSE114","ambient and household",7.04,4.81,11.36
"9222","Western Pacific","Malaysia","Both sexes","Stroke","ENVCAUSE114","household",0.78,0.25,2.37
"9223","Western Pacific","Malaysia","Male","Stroke","ENVCAUSE114","ambient",6.61,4.91,8.91
"9224","Western Pacific","Malaysia","Male","Stroke","ENVCAUSE114","ambient and household",7.37,5.19,11.32
"9225","Western Pacific","Malaysia","Male","Stroke","ENVCAUSE114","household",0.76,0.28,2.41
"9226","Western Pacific","Malaysia","Female","Lower respiratory infections","ENVCAUSE039","ambient",8.34,3.86,13.85
"9227","Western Pacific","Malaysia","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",10.58,4.88,21.25
"9228","Western Pacific","Malaysia","Female","Lower respiratory infections","ENVCAUSE039","household",2.24,1.02,7.4
"9229","Western Pacific","Malaysia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",9.05,4.19,15.04
"9230","Western Pacific","Malaysia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",11.3,5.27,22.08
"9231","Western Pacific","Malaysia","Both sexes","Lower respiratory infections","ENVCAUSE039","household",2.25,1.08,7.04
"9232","Western Pacific","Malaysia","Male","Lower respiratory infections","ENVCAUSE039","ambient",9.75,4.52,16.2
"9233","Western Pacific","Malaysia","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",11.99,5.63,22.75
"9234","Western Pacific","Malaysia","Male","Lower respiratory infections","ENVCAUSE039","household",2.24,1.11,6.55
"9235","Western Pacific","Micronesia (Federated States of)","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.71,0.32,1.21
"9236","Western Pacific","Micronesia (Federated States of)","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",6.17,4.7,7.27
"9237","Western Pacific","Micronesia (Federated States of)","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",5.46,4.38,6.06
"9238","Western Pacific","Micronesia (Federated States of)","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.24,0.57,2.13
"9239","Western Pacific","Micronesia (Federated States of)","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",9.68,7.13,11.73
"9240","Western Pacific","Micronesia (Federated States of)","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",8.44,6.56,9.6
"9241","Western Pacific","Micronesia (Federated States of)","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.88,0.86,3.22
"9242","Western Pacific","Micronesia (Federated States of)","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",13.84,9.61,17.25
"9243","Western Pacific","Micronesia (Federated States of)","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",11.96,8.75,14.03
"9244","Western Pacific","Micronesia (Federated States of)","Both sexes","Stroke","ENVCAUSE114","ambient",10.09,7.03,14.76
"9245","Western Pacific","Micronesia (Federated States of)","Both sexes","Stroke","ENVCAUSE114","ambient and household",35.77,29.16,42.18
"9246","Western Pacific","Micronesia (Federated States of)","Both sexes","Stroke","ENVCAUSE114","household",25.68,22.13,27.42
"9247","Western Pacific","Micronesia (Federated States of)","Male","Stroke","ENVCAUSE114","ambient",10.34,7.28,14.7
"9248","Western Pacific","Micronesia (Federated States of)","Male","Stroke","ENVCAUSE114","ambient and household",34.83,27.94,41.62
"9249","Western Pacific","Micronesia (Federated States of)","Male","Stroke","ENVCAUSE114","household",24.49,20.66,26.92
"9250","Western Pacific","Micronesia (Federated States of)","Female","Ischaemic heart disease","ENVCAUSE113","ambient",16.92,12.39,21.29
"9251","Western Pacific","Micronesia (Federated States of)","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",51.5,42.54,59.6
"9252","Western Pacific","Micronesia (Federated States of)","Female","Ischaemic heart disease","ENVCAUSE113","household",34.58,30.15,38.31
"9253","Western Pacific","Micronesia (Federated States of)","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",19.96,15.45,24.27
"9254","Western Pacific","Micronesia (Federated States of)","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",58.27,49.02,66.49
"9255","Western Pacific","Micronesia (Federated States of)","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",38.31,33.57,42.22
"9256","Western Pacific","Micronesia (Federated States of)","Male","Ischaemic heart disease","ENVCAUSE113","ambient",23.02,18.2,27.83
"9257","Western Pacific","Micronesia (Federated States of)","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",64.73,54.54,73.93
"9258","Western Pacific","Micronesia (Federated States of)","Male","Ischaemic heart disease","ENVCAUSE113","household",41.71,36.34,46.1
"9259","Western Pacific","Micronesia (Federated States of)","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.14,1.17,5.7
"9260","Western Pacific","Micronesia (Federated States of)","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",15.19,11.5,17.83
"9261","Western Pacific","Micronesia (Federated States of)","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",12.05,10.33,12.13
"9262","Western Pacific","Micronesia (Federated States of)","Female","Total","ENVCAUSE000","ambient",35.18,28.53,43.95
"9263","Western Pacific","Micronesia (Federated States of)","Female","Total","ENVCAUSE000","ambient and household",134.9,115,148.3
"9264","Western Pacific","Micronesia (Federated States of)","Female","Total","ENVCAUSE000","household",99.72,86.47,104.35
"9265","Western Pacific","Micronesia (Federated States of)","Female","Lower respiratory infections","ENVCAUSE039","ambient",4.54,1.43,8.96
"9266","Western Pacific","Micronesia (Federated States of)","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",25.55,20.58,29.01
"9267","Western Pacific","Micronesia (Federated States of)","Female","Lower respiratory infections","ENVCAUSE039","household",21.01,19.15,20.05
"9268","Western Pacific","Micronesia (Federated States of)","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",4.83,1.52,9.53
"9269","Western Pacific","Micronesia (Federated States of)","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",26.45,21.37,30.18
"9270","Western Pacific","Micronesia (Federated States of)","Both sexes","Lower respiratory infections","ENVCAUSE039","household",21.62,19.85,20.65
"9271","Western Pacific","Micronesia (Federated States of)","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.99,1.85,9.03
"9272","Western Pacific","Micronesia (Federated States of)","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",21.59,13.34,27.68
"9273","Western Pacific","Micronesia (Federated States of)","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",16.6,11.49,18.65
"9274","Western Pacific","Micronesia (Federated States of)","Both sexes","Total","ENVCAUSE000","ambient",41.1,33.72,50.41
"9275","Western Pacific","Micronesia (Federated States of)","Both sexes","Total","ENVCAUSE000","ambient and household",151.8,130.6,166.3
"9276","Western Pacific","Micronesia (Federated States of)","Both sexes","Total","ENVCAUSE000","household",110.7,96.88,115.89
"9277","Western Pacific","Micronesia (Federated States of)","Male","Total","ENVCAUSE000","ambient",47.75,38.97,58.43
"9278","Western Pacific","Micronesia (Federated States of)","Male","Total","ENVCAUSE000","ambient and household",170.7,145.2,190.2
"9279","Western Pacific","Micronesia (Federated States of)","Male","Total","ENVCAUSE000","household",122.95,106.23,131.77
"9280","Western Pacific","Micronesia (Federated States of)","Male","Lower respiratory infections","ENVCAUSE039","ambient",5.16,1.62,10.18
"9281","Western Pacific","Micronesia (Federated States of)","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",27.4,22.12,31.6
"9282","Western Pacific","Micronesia (Federated States of)","Male","Lower respiratory infections","ENVCAUSE039","household",22.24,20.5,21.42
"9283","Western Pacific","Micronesia (Federated States of)","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",7.36,2.73,13.34
"9284","Western Pacific","Micronesia (Federated States of)","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",29.92,13.21,42.59
"9285","Western Pacific","Micronesia (Federated States of)","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",22.56,10.48,29.25
"9286","Western Pacific","Micronesia (Federated States of)","Female","Stroke","ENVCAUSE114","ambient",9.86,6.79,15.07
"9287","Western Pacific","Micronesia (Federated States of)","Female","Stroke","ENVCAUSE114","ambient and household",36.46,29.16,42.89
"9288","Western Pacific","Micronesia (Federated States of)","Female","Stroke","ENVCAUSE114","household",26.6,22.37,27.82
"9289","Western Pacific","Mongolia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",1.73,1.07,2.46
"9290","Western Pacific","Mongolia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",4.95,3.75,6.01
"9291","Western Pacific","Mongolia","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",3.22,2.68,3.55
"9292","Western Pacific","Mongolia","Male","Total","ENVCAUSE000","ambient",105.9,94.96,117.2
"9293","Western Pacific","Mongolia","Male","Total","ENVCAUSE000","ambient and household",203.4,176.3,231.2
"9294","Western Pacific","Mongolia","Male","Total","ENVCAUSE000","household",97.5,81.34,114
"9295","Western Pacific","Mongolia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",2.28,1.3,3.39
"9296","Western Pacific","Mongolia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",5.12,3.98,6.13
"9297","Western Pacific","Mongolia","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",2.84,2.68,2.74
"9298","Western Pacific","Mongolia","Female","Lower respiratory infections","ENVCAUSE039","ambient",2.36,1.75,3.01
"9299","Western Pacific","Mongolia","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",5.09,4.16,5.95
"9300","Western Pacific","Mongolia","Female","Lower respiratory infections","ENVCAUSE039","household",2.73,2.41,2.94
"9301","Western Pacific","Mongolia","Female","Stroke","ENVCAUSE114","ambient",20.78,16.85,25.12
"9302","Western Pacific","Mongolia","Female","Stroke","ENVCAUSE114","ambient and household",43.66,36.27,51.2
"9303","Western Pacific","Mongolia","Female","Stroke","ENVCAUSE114","household",22.88,19.42,26.08
"9304","Western Pacific","Mongolia","Both sexes","Stroke","ENVCAUSE114","ambient",25.61,20.9,30.52
"9305","Western Pacific","Mongolia","Both sexes","Stroke","ENVCAUSE114","ambient and household",51.76,43.24,60.56
"9306","Western Pacific","Mongolia","Both sexes","Stroke","ENVCAUSE114","household",26.15,22.34,30.04
"9307","Western Pacific","Mongolia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",3.21,1.83,4.78
"9308","Western Pacific","Mongolia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",6.72,4.83,8.44
"9309","Western Pacific","Mongolia","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",3.51,3,3.66
"9310","Western Pacific","Mongolia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",3.35,2.49,4.28
"9311","Western Pacific","Mongolia","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",7.08,5.74,8.27
"9312","Western Pacific","Mongolia","Both sexes","Lower respiratory infections","ENVCAUSE039","household",3.73,3.25,3.99
"9313","Western Pacific","Mongolia","Female","Ischaemic heart disease","ENVCAUSE113","ambient",30.99,24.63,37.25
"9314","Western Pacific","Mongolia","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",59.69,48.53,70.78
"9315","Western Pacific","Mongolia","Female","Ischaemic heart disease","ENVCAUSE113","household",28.7,23.9,33.53
"9316","Western Pacific","Mongolia","Male","Stroke","ENVCAUSE114","ambient",31.8,26.1,37.83
"9317","Western Pacific","Mongolia","Male","Stroke","ENVCAUSE114","ambient and household",62.09,51.91,72.95
"9318","Western Pacific","Mongolia","Male","Stroke","ENVCAUSE114","household",30.29,25.81,35.12
"9319","Western Pacific","Mongolia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",4.29,2.65,6.1
"9320","Western Pacific","Mongolia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",11.02,7.93,13.85
"9321","Western Pacific","Mongolia","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",6.73,5.28,7.75
"9322","Western Pacific","Mongolia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.53,2.57,6.73
"9323","Western Pacific","Mongolia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",8.93,5.17,12.2
"9324","Western Pacific","Mongolia","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",4.4,2.6,5.47
"9325","Western Pacific","Mongolia","Male","Lower respiratory infections","ENVCAUSE039","ambient",4.53,3.37,5.8
"9326","Western Pacific","Mongolia","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",9.44,7.68,11.07
"9327","Western Pacific","Mongolia","Male","Lower respiratory infections","ENVCAUSE039","household",4.91,4.31,5.27
"9328","Western Pacific","Mongolia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",42.67,35.3,49.52
"9329","Western Pacific","Mongolia","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",79.36,66.35,92.89
"9330","Western Pacific","Mongolia","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",36.69,31.05,43.37
"9331","Western Pacific","Mongolia","Male","Ischaemic heart disease","ENVCAUSE113","ambient",57.3,48.29,66.26
"9332","Western Pacific","Mongolia","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",103.8,87.75,121.1
"9333","Western Pacific","Mongolia","Male","Ischaemic heart disease","ENVCAUSE113","household",46.5,39.46,54.84
"9334","Western Pacific","Mongolia","Female","Total","ENVCAUSE000","ambient",58.14,50.61,65.82
"9335","Western Pacific","Mongolia","Female","Total","ENVCAUSE000","ambient and household",118.5,101.7,135.4
"9336","Western Pacific","Mongolia","Female","Total","ENVCAUSE000","household",60.36,51.09,69.58
"9337","Western Pacific","Mongolia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",7.76,4.79,11.04
"9338","Western Pacific","Mongolia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",19.2,13.57,24.51
"9339","Western Pacific","Mongolia","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",11.44,8.78,13.47
"9340","Western Pacific","Mongolia","Both sexes","Total","ENVCAUSE000","ambient",79.13,70.36,88.19
"9341","Western Pacific","Mongolia","Both sexes","Total","ENVCAUSE000","ambient and household",155.9,135.1,177.3
"9342","Western Pacific","Mongolia","Both sexes","Total","ENVCAUSE000","household",76.77,64.74,89.11
"9343","Western Pacific","New Zealand","Male","Lower respiratory infections","ENVCAUSE039","ambient",0.35,0.032,1.05
"9344","Western Pacific","New Zealand","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",0.35,0.032,1.05
"9345","Western Pacific","New Zealand","Male","Lower respiratory infections","ENVCAUSE039","household",0,0,0
"9346","Western Pacific","New Zealand","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",0.39,0.035,1.14
"9347","Western Pacific","New Zealand","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",0.39,0.035,1.14
"9348","Western Pacific","New Zealand","Both sexes","Lower respiratory infections","ENVCAUSE039","household",0,0,0
"9349","Western Pacific","New Zealand","Female","Lower respiratory infections","ENVCAUSE039","ambient",0.41,0.037,1.21
"9350","Western Pacific","New Zealand","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",0.41,0.037,1.21
"9351","Western Pacific","New Zealand","Female","Lower respiratory infections","ENVCAUSE039","household",0,0,0
"9352","Western Pacific","New Zealand","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.44,0.097,1.03
"9353","Western Pacific","New Zealand","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.44,0.097,1.03
"9354","Western Pacific","New Zealand","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0,0,0
"9355","Western Pacific","New Zealand","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.5,0.11,1.17
"9356","Western Pacific","New Zealand","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.5,0.11,1.17
"9357","Western Pacific","New Zealand","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0,0,0
"9358","Western Pacific","New Zealand","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.58,0.13,1.34
"9359","Western Pacific","New Zealand","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.58,0.13,1.34
"9360","Western Pacific","New Zealand","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0,0,0
"9361","Western Pacific","New Zealand","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",0.93,0.15,2.22
"9362","Western Pacific","New Zealand","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",0.93,0.15,2.22
"9363","Western Pacific","New Zealand","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0,0,0
"9364","Western Pacific","New Zealand","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",1.06,0.17,2.51
"9365","Western Pacific","New Zealand","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",1.06,0.17,2.51
"9366","Western Pacific","New Zealand","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0,0,0
"9367","Western Pacific","New Zealand","Male","Stroke","ENVCAUSE114","ambient",1.16,0.48,3.05
"9368","Western Pacific","New Zealand","Male","Stroke","ENVCAUSE114","ambient and household",1.16,0.48,3.05
"9369","Western Pacific","New Zealand","Male","Stroke","ENVCAUSE114","household",0,0,0
"9370","Western Pacific","New Zealand","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",1.22,0.19,2.9
"9371","Western Pacific","New Zealand","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",1.22,0.19,2.9
"9372","Western Pacific","New Zealand","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",0,0,0
"9373","Western Pacific","New Zealand","Both sexes","Stroke","ENVCAUSE114","ambient",1.24,0.44,3.67
"9374","Western Pacific","New Zealand","Both sexes","Stroke","ENVCAUSE114","ambient and household",1.24,0.44,3.67
"9375","Western Pacific","New Zealand","Both sexes","Stroke","ENVCAUSE114","household",0,0,0
"9376","Western Pacific","New Zealand","Female","Stroke","ENVCAUSE114","ambient",1.29,0.4,4.08
"9377","Western Pacific","New Zealand","Female","Stroke","ENVCAUSE114","ambient and household",1.29,0.4,4.08
"9378","Western Pacific","New Zealand","Female","Stroke","ENVCAUSE114","household",0,0,0
"9379","Western Pacific","New Zealand","Female","Ischaemic heart disease","ENVCAUSE113","ambient",2.79,1.27,4.86
"9380","Western Pacific","New Zealand","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",2.79,1.27,4.86
"9381","Western Pacific","New Zealand","Female","Ischaemic heart disease","ENVCAUSE113","household",0,0,0
"9382","Western Pacific","New Zealand","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",4,2.17,6.34
"9383","Western Pacific","New Zealand","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",4,2.17,6.34
"9384","Western Pacific","New Zealand","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",0,0,0
"9385","Western Pacific","New Zealand","Male","Ischaemic heart disease","ENVCAUSE113","ambient",5.33,3.19,7.89
"9386","Western Pacific","New Zealand","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",5.33,3.19,7.89
"9387","Western Pacific","New Zealand","Male","Ischaemic heart disease","ENVCAUSE113","household",0,0,0
"9388","Western Pacific","New Zealand","Female","Total","ENVCAUSE000","ambient",5.86,3.54,9.46
"9389","Western Pacific","New Zealand","Female","Total","ENVCAUSE000","ambient and household",5.86,3.54,9.46
